,Brand,Model,Year,Fuel,KM driven,Price
1524,Ford,Ecosport,2018,Petrol,"67,833 km","₹8,69,099"
1525,Maruti,IGNIS,2018,Petrol,"26,097 km","₹5,18,999"
1526,Maruti,Swift,2017,Petrol,"19,826 km","₹5,74,499"
1527,Maruti,Swift,2016,Petrol,"62,101 km","₹4,92,399"
1528,Maruti,Celerio,2017,Petrol,"42,636 km","₹4,07,799"
1529,Honda,Brio,2013,Petrol,"49,721 km","₹3,33,099"
1530,Hyundai,NEW,2018,Petrol,"40,426 km","₹4,64,899"
1531,Ford,Ecosport,2017,Diesel,"89,945 km","₹7,08,999"
1532,Hyundai,i10,2014,Petrol,"50,139 km","₹3,61,999"
1533,Maruti,Celerio,2017,Petrol,"48,661 km","₹4,58,499"
1534,Maruti,Celerio,2016,Petrol,"35,227 km","₹4,05,699"
1535,Honda,Brio,2012,Petrol,"65,786 km","₹3,66,999"
1536,Hyundai,Grand,2015,Petrol,"4,571 km","₹4,49,399"
1537,Maruti,Wagon,2017,Petrol,"15,869 km","₹4,04,399"
1538,Maruti,Celerio,2019,Petrol,"13,079 km","₹4,69,999"
1539,Hyundai,Eon,2017,Petrol,"37,522 km","₹3,47,299"
1540,Maruti,Celerio,2017,Petrol,"21,695 km","₹4,32,999"
1541,Maruti,Swift,2018,Petrol,"75,890 km","₹5,72,499"
1542,Maruti,Celerio,2017,Petrol,"80,951 km","₹4,58,999"
1543,Hyundai,NEW,2020,Petrol,"5,784 km","₹5,53,699"
1544,Maruti,IGNIS,2019,Petrol,"17,283 km","₹5,67,899"
1545,Hyundai,Grand,2017,Petrol,"8,795 km","₹4,81,099"
1546,Maruti,Alto,2019,Petrol,"13,684 km","₹3,66,799"
1547,Maruti,Wagon,2017,Petrol,"41,221 km","₹4,30,499"
1548,Maruti,IGNIS,2019,Petrol,"1,518 km","₹5,81,299"
1549,Maruti,Wagon,2017,Petrol,"24,080 km","₹4,30,599"
1550,Maruti,Wagon,2015,Petrol,"15,078 km","₹3,97,299"
1551,Hyundai,NEW,2019,Petrol,"27,830 km","₹5,42,299"
1552,Hyundai,Eon,2017,Petrol,"9,851 km","₹3,62,099"
1553,Maruti,Wagon,2017,Petrol,"18,213 km","₹4,31,099"
1554,Maruti,Wagon,2017,Petrol,"18,932 km","₹4,22,599"
1555,Maruti,Alto,2017,Petrol,"40,895 km","₹3,24,699"
1556,Maruti,Wagon,2016,Petrol,"10,515 km","₹4,21,499"
1557,Maruti,Alto,2015,Petrol,"19,239 km","₹3,13,999"
1558,Maruti,Alto,2014,Petrol,"42,101 km","₹2,81,799"
1559,Maruti,Wagon,2018,Petrol,"16,493 km","₹4,63,799"
1560,Maruti,Alto,2015,Petrol,"30,102 km","₹3,10,999"
1561,Maruti,Alto,2017,Petrol,"23,340 km","₹3,05,599"
1562,Maruti,Eeco,2017,Petrol,"26,035 km","₹4,19,999"
1563,Maruti,Alto,2017,Petrol,"24,207 km","₹3,21,599"
1564,Maruti,Alto,2016,Petrol,"20,195 km","₹3,32,599"
1565,Maruti,Wagon,2018,Petrol,"80,107 km","₹5,83,999"
1566,Maruti,Alto,2016,Petrol,"8,944 km","₹3,34,399"
1567,Maruti,Eeco,2019,Petrol,"10,068 km","₹4,23,999"
1568,Maruti,Eeco,2019,Petrol,"15,495 km","₹4,33,399"
1569,Maruti,Eeco,2019,Petrol,"3,059 km","₹4,80,999"
1570,Maruti,Alto,2018,Petrol,"9,934 km","₹3,19,799"
1571,Maruti,Alto,2019,Petrol,"10,336 km","₹3,43,299"
1572,Maruti,Alto,2019,Petrol,"15,953 km","₹3,45,699"
1573,Maruti,Alto,2018,Petrol,"23,268 km","₹3,25,499"
1574,Maruti,Alto,2019,Petrol,"12,927 km","₹4,31,199"
1575,Maruti,Alto,2019,Petrol,"21,531 km","₹4,27,299"
1576,Maruti,Eeco,2019,Petrol,"15,195 km","₹4,35,499"
1577,Maruti,Alto,2018,Petrol,"7,710 km","₹3,57,299"
1578,Maruti,Alto,2017,Petrol,"5,362 km","₹3,30,599"
1579,Maruti,Eeco,2019,Petrol,"12,455 km","₹4,47,499"
1580,Maruti,Alto,2018,Petrol,"2,345 km","₹3,35,199"
1581,Maruti,Alto,2016,Petrol,"14,006 km","₹3,50,599"
1582,Maruti,Alto,2018,Petrol,"18,081 km","₹3,38,399"
1583,Maruti,Eeco,2018,Petrol,"17,533 km","₹4,43,499"
1584,Maruti,Swift,2015,Petrol,"57,444 km","₹4,89,799"
1585,Datsun,Redi,2017,Petrol,"26,645 km","₹3,00,699"
1586,Maruti,Wagon,2014,Petrol,"33,127 km","₹3,75,399"
1587,Hyundai,Santro,2009,Petrol,"35,642 km","₹2,22,399"
1588,Hyundai,Verna,2018,Petrol,"9,023 km","₹9,09,099"
1589,Maruti,Eeco,2018,Petrol,"31,231 km","₹3,78,599"
1590,Volkswagen,Ameo,2017,Petrol,"38,992 km","₹5,01,499"
1591,Renault,Kwid,2017,Petrol,"38,176 km","₹4,03,699"
1592,Renault,TRIBER,2019,Petrol,"1,532 km","₹6,74,699"
1593,Hyundai,Elite,2018,Petrol,"28,442 km","₹6,09,499"
1594,Honda,WR-V,2019,Diesel,"26,471 km","₹9,16,999"
1595,Maruti,Swift,2015,Diesel,"38,769 km","₹5,48,599"
1596,Hyundai,Grand,2016,Petrol,"62,332 km","₹4,52,899"
1597,Maruti,IGNIS,2019,Petrol,"10,937 km","₹5,50,299"
1598,Hyundai,NEW,2019,Petrol,"4,262 km","₹5,89,599"
1599,Volkswagen,Ameo,2018,Petrol,"18,112 km","₹5,53,399"
1600,Toyota,Etios,2011,Petrol,"87,759 km","₹3,24,799"
1601,Maruti,Swift,2012,Petrol,"68,279 km","₹3,82,999"
1602,Honda,CRV,2015,Petrol,"80,621 km","₹11,51,099"
1603,Honda,Amaze,2015,Petrol,"96,366 km","₹4,34,599"
1604,Honda,City,2014,Diesel,"97,746 km","₹5,13,099"
1605,Toyota,Innova,2013,Diesel,"69,966 km","₹9,75,099"
1606,Maruti,Celerio,2018,Petrol,"13,722 km","₹5,28,699"
1607,Maruti,Ertiga,2016,Petrol,"35,317 km","₹7,42,199"
1608,Hyundai,VENUE,2020,Petrol,"20,405 km","₹7,92,799"
1609,Hyundai,Xcent,2014,Diesel,"82,157 km","₹3,96,999"
1610,Hyundai,Verna,2018,Petrol,"21,378 km","₹8,72,599"
1611,Toyota,Innova,2017,Petrol,"42,610 km","₹17,30,999"
1612,Toyota,Glanza,2021,Petrol,312 km,"₹8,28,699"
1613,Audi,Q3,2015,Diesel,"73,656 km","₹15,62,699"
1614,Maruti,Swift,2016,Petrol,"31,763 km","₹5,33,099"
1615,Honda,City,2012,Petrol,"79,174 km","₹4,59,299"
1616,Hyundai,Verna,2018,Petrol,"26,402 km","₹8,60,799"
1617,Maruti,Swift,2018,Petrol,"15,512 km","₹5,77,499"
1618,Hyundai,Elite,2015,Petrol,"50,315 km","₹5,61,699"
1619,Hyundai,Elite,2015,Petrol,"64,360 km","₹5,56,899"
1620,Hyundai,Elite,2018,Petrol,"59,079 km","₹6,84,499"
1621,Maruti,S,2020,Petrol,"7,687 km","₹4,88,199"
1622,Hyundai,Elite,2018,Petrol,"33,908 km","₹5,61,899"
1623,Ford,Ecosport,2015,Petrol,"1,24,374 km","₹5,29,099"
1624,Ford,Ecosport,2017,Diesel,"47,324 km","₹7,23,099"
1625,Volkswagen,Polo,2017,Petrol,"37,314 km","₹5,39,699"
1626,Maruti,Dzire,2017,Diesel,"93,563 km","₹6,62,799"
1627,Maruti,Wagon,2013,Petrol,"62,374 km","₹3,21,099"
1628,Maruti,Dzire,2017,Diesel,"51,593 km","₹7,01,899"
1629,Hyundai,i10,2016,Petrol,"26,280 km","₹3,86,699"
1630,Hyundai,Creta,2018,Diesel,"27,462 km","₹9,32,699"
1631,Maruti,Baleno,2019,Petrol,"20,688 km","₹6,83,999"
1632,Hyundai,VENUE,2019,Petrol,"8,848 km","₹10,33,099"
1633,Maruti,Baleno,2019,Petrol,"33,729 km","₹6,50,099"
1634,Maruti,Swift,2019,Petrol,"4,904 km","₹5,89,099"
1635,Maruti,Swift,2019,Petrol,"10,261 km","₹5,89,999"
1636,Maruti,Swift,2019,Petrol,"6,240 km","₹6,05,499"
1637,Maruti,Swift,2012,Diesel,"61,888 km","₹4,37,599"
1638,Hyundai,i10,2011,Petrol,"96,546 km","₹3,26,999"
1639,Maruti,Swift,2019,Petrol,"25,852 km","₹6,09,499"
1640,Hyundai,i10,2012,Petrol,"25,619 km","₹3,11,899"
1641,Maruti,Swift,2013,Diesel,"1,62,340 km","₹3,99,699"
1642,Ford,Ecosport,2018,Diesel,"49,302 km","₹7,65,999"
1643,Maruti,Swift,2017,Petrol,"28,845 km","₹5,71,899"
1644,Maruti,Swift,2014,Petrol,"3,423 km","₹4,76,299"
1645,Maruti,Swift,2020,Petrol,"40,629 km","₹6,95,199"
1646,Maruti,Celerio,2015,Petrol,"29,560 km","₹3,94,099"
1647,Maruti,Swift,2016,Petrol,"48,732 km","₹4,58,999"
1648,Maruti,Swift,2017,Petrol,"16,944 km","₹5,74,099"
1649,Maruti,Swift,2016,Petrol,"69,021 km","₹4,96,499"
1650,Maruti,Swift,2014,Diesel,"80,315 km","₹4,71,899"
1651,Maruti,Alto,2016,Petrol,"95,754 km","₹2,67,199"
1652,Hyundai,Grand,2018,Petrol,"14,079 km","₹5,76,799"
1653,Hyundai,Eon,2017,Petrol,"19,377 km","₹3,63,999"
1654,Maruti,Wagon,2013,Petrol,"50,366 km","₹3,47,299"
1655,Maruti,S,2020,Petrol,"1,366 km","₹4,48,399"
1656,Maruti,Alto,2013,Petrol,"7,120 km","₹2,61,099"
1657,Maruti,Alto,2017,Petrol,"35,253 km","₹3,04,799"
1658,Maruti,Alto,2017,Petrol,"2,419 km","₹3,26,999"
1659,Honda,Jazz,2019,Petrol,"6,957 km","₹7,13,999"
1660,Tata,Tiago,2018,Petrol,"18,485 km","₹4,68,599"
1661,Maruti,Swift,2015,Petrol,"48,858 km","₹4,53,299"
1662,Maruti,Wagon,2014,Petrol,"26,138 km","₹3,08,199"
1663,Maruti,Swift,2015,Petrol,"30,260 km","₹5,12,899"
1664,Mahindra,Scorpio,2020,Diesel,"59,972 km","₹11,43,799"
1665,Honda,City,2017,Petrol,"36,078 km","₹6,93,399"
1666,Honda,City,2015,Petrol,"71,118 km","₹5,05,899"
1667,Hyundai,Creta,2017,Diesel,"29,658 km","₹8,68,599"
1668,Honda,City,2015,Petrol,"57,240 km","₹4,87,899"
1669,Honda,City,2012,Petrol,"29,911 km","₹3,91,799"
1670,Hyundai,Creta,2016,Petrol,"45,731 km","₹7,41,499"
1671,Honda,Amaze,2013,Petrol,"35,901 km","₹3,94,499"
1672,Maruti,Ertiga,2012,Diesel,"71,002 km","₹5,47,699"
1673,Maruti,Alto,2012,Petrol,"36,989 km","₹2,19,499"
1674,Toyota,Corolla,2015,Diesel,"82,442 km","₹7,09,799"
1675,Maruti,Alto,2014,Petrol,"29,950 km","₹2,29,399"
1676,Maruti,Alto,2015,Petrol,"25,652 km","₹2,71,899"
1677,Honda,City,2019,Petrol,"22,650 km","₹7,99,899"
1678,Renault,Captur,2018,Petrol,"6,208 km","₹5,96,699"
1679,Honda,Jazz,2015,Petrol,"56,138 km","₹3,83,299"
1680,Ford,Ecosport,2013,Diesel,"65,316 km","₹5,63,899"
1681,Honda,Amaze,2015,Petrol,"60,022 km","₹5,31,299"
1682,Volkswagen,Vento,2015,Diesel,"68,215 km","₹6,29,599"
1683,Maruti,Alto,2016,Petrol,"41,246 km","₹2,62,599"
1684,Volkswagen,Ameo,2017,Petrol,"16,280 km","₹5,13,299"
1685,Maruti,Celerio,2016,Petrol,"55,104 km","₹4,14,599"
1686,Renault,Kwid,2016,Petrol,"22,396 km","₹3,46,999"
1687,Maruti,Baleno,2017,Petrol,"56,285 km","₹6,34,399"
1688,Renault,TRIBER,2019,Petrol,"6,632 km","₹6,40,099"
1689,Honda,City,2020,Petrol,"5,581 km","₹9,77,499"
1690,Maruti,Ciaz,2019,Petrol,"43,852 km","₹8,10,299"
1691,Hyundai,Eon,2016,Petrol,"25,415 km","₹2,93,199"
1692,Hyundai,i20,2014,Petrol,"33,892 km","₹4,36,499"
1693,Tata,Tiago,2019,Petrol,"18,171 km","₹5,12,599"
1694,Maruti,Swift,2018,Diesel,"66,411 km","₹6,22,999"
1695,Ford,FREESTYLE,2018,Petrol,"20,706 km","₹6,30,599"
1696,Maruti,Celerio,2017,Petrol,"58,236 km","₹4,74,499"
1697,Maruti,Swift,2019,Petrol,"13,471 km","₹6,47,499"
1698,Tata,Tiago,2018,Petrol,"38,855 km","₹5,23,899"
1699,Maruti,Eeco,2019,Petrol,"15,615 km","₹4,53,399"
1700,Hyundai,Elite,2015,Petrol,"47,147 km","₹5,93,099"
1701,Ford,Ecosport,2019,Petrol,"14,100 km","₹8,37,599"
1702,Hyundai,Verna,2018,Petrol,"25,533 km","₹10,24,099"
1703,Hyundai,Elite,2014,Petrol,"83,895 km","₹5,88,899"
1704,Maruti,Eeco,2020,Petrol,"7,284 km","₹4,17,299"
1705,Hyundai,Xcent,2018,Petrol,"36,891 km","₹5,29,899"
1706,Honda,City,2017,Petrol,"34,124 km","₹7,74,399"
1707,Hyundai,Elite,2016,Petrol,"81,803 km","₹5,81,299"
1708,Hyundai,Elite,2014,Petrol,"76,518 km","₹4,96,099"
1709,Volkswagen,Polo,2018,Petrol,"69,131 km","₹5,64,299"
1710,Ford,Ecosport,2020,Petrol,"1,858 km","₹10,67,699"
1711,Hyundai,VENUE,2020,Petrol,"15,076 km","₹9,94,799"
1712,Hyundai,i20,2016,Petrol,"93,588 km","₹5,88,899"
1713,Toyota,Corolla,2017,Petrol,"26,159 km","₹11,17,699"
1714,Hyundai,Eon,2017,Petrol,"23,727 km","₹3,34,899"
1715,Hyundai,Elite,2016,Petrol,"87,618 km","₹5,44,199"
1716,Ford,Ecosport,2015,Diesel,"67,001 km","₹5,56,699"
1717,Renault,Kwid,2016,Petrol,"23,804 km","₹3,67,499"
1718,Hyundai,Elite,2019,Petrol,"12,657 km","₹6,53,799"
1719,Maruti,Alto,2021,Petrol,"2,539 km","₹4,13,799"
1720,Ford,New,2017,Diesel,"31,011 km","₹5,06,499"
1721,Maruti,Baleno,2016,Petrol,"25,636 km","₹5,87,799"
1722,Ford,Figo,2018,Petrol,"11,818 km","₹6,10,999"
1723,Hyundai,Eon,2018,Petrol,"25,316 km","₹3,52,499"
1724,Hyundai,Elite,2019,Petrol,"20,235 km","₹6,74,999"
1725,Maruti,Baleno,2016,Petrol,"50,154 km","₹6,66,399"
1726,Maruti,Celerio,2019,Petrol,"13,497 km","₹5,13,099"
1727,Hyundai,Elite,2016,Petrol,"28,554 km","₹6,54,799"
1728,Hyundai,Grand,2017,Petrol,"24,297 km","₹5,29,799"
1729,Maruti,Celerio,2018,Petrol,"17,651 km","₹5,25,799"
1730,Hyundai,i20,2017,Diesel,"83,005 km","₹6,56,199"
1731,Ford,Ecosport,2018,Petrol,"33,105 km","₹6,82,199"
1732,Maruti,Baleno,2018,Petrol,"47,755 km","₹6,23,699"
1733,Renault,Kwid,2017,Petrol,"27,213 km","₹3,93,099"
1734,Hyundai,Grand,2018,Petrol,"32,373 km","₹4,87,099"
1735,Hyundai,Grand,2016,Petrol,"77,946 km","₹4,04,599"
1736,Hyundai,Elite,2016,Petrol,"54,529 km","₹6,16,899"
1737,Ford,Ecosport,2014,Diesel,"1,05,857 km","₹5,31,899"
1738,Hyundai,Grand,2016,Petrol,"68,788 km","₹4,31,599"
1739,Maruti,Baleno,2018,Petrol,"39,185 km","₹6,37,199"
1740,Honda,Jazz,2019,Petrol,"4,355 km","₹8,97,499"
1741,Honda,Brio,2016,Petrol,"56,493 km","₹3,97,299"
1742,Maruti,Baleno,2016,Petrol,"1,06,788 km","₹5,60,599"
1743,Toyota,Etios,2012,Diesel,"1,11,086 km","₹4,05,099"
1744,Maruti,Baleno,2017,Petrol,"42,893 km","₹6,42,999"
1745,Ford,Ecosport,2018,Petrol,"22,339 km","₹8,93,599"
1746,Tata,Tiago,2018,Petrol,"33,555 km","₹5,31,599"
1747,Maruti,Vitara,2018,Diesel,"41,558 km","₹9,29,399"
1748,Ford,Ecosport,2018,Petrol,"48,857 km","₹8,29,099"
1749,Maruti,Swift,2018,Petrol,"31,935 km","₹5,67,799"
1750,Hyundai,NEW,2019,Petrol,"29,702 km","₹4,82,999"
1751,Hyundai,Grand,2016,Petrol,"67,373 km","₹4,49,499"
1752,Ford,Ecosport,2019,Petrol,"17,369 km","₹9,83,299"
1753,Hyundai,Eon,2017,Petrol,"69,220 km","₹3,21,099"
1754,Ford,Ecosport,2018,Petrol,"67,833 km","₹8,69,099"
1755,Maruti,IGNIS,2018,Petrol,"26,097 km","₹5,18,999"
1756,Maruti,Swift,2017,Petrol,"19,826 km","₹5,74,499"
1757,Maruti,Swift,2016,Petrol,"62,101 km","₹4,92,399"
1758,Maruti,Celerio,2017,Petrol,"42,636 km","₹4,07,799"
1759,Honda,Brio,2013,Petrol,"49,721 km","₹3,33,099"
1760,Hyundai,NEW,2018,Petrol,"40,426 km","₹4,64,899"
1761,Ford,Ecosport,2017,Diesel,"89,945 km","₹7,08,999"
1762,Hyundai,i10,2014,Petrol,"50,139 km","₹3,61,999"
1763,Maruti,Celerio,2017,Petrol,"48,661 km","₹4,58,499"
1764,Maruti,Celerio,2016,Petrol,"35,227 km","₹4,05,699"
1765,Honda,Brio,2012,Petrol,"65,786 km","₹3,66,999"
1766,Hyundai,Grand,2015,Petrol,"4,571 km","₹4,49,399"
1767,Maruti,Wagon,2017,Petrol,"15,869 km","₹4,04,399"
1768,Maruti,Celerio,2019,Petrol,"13,079 km","₹4,69,999"
1769,Hyundai,Eon,2017,Petrol,"37,522 km","₹3,47,299"
1770,Maruti,Celerio,2017,Petrol,"21,695 km","₹4,32,999"
1771,Maruti,Swift,2018,Petrol,"75,890 km","₹5,72,499"
1772,Maruti,Celerio,2017,Petrol,"80,951 km","₹4,58,999"
1773,Hyundai,NEW,2020,Petrol,"5,784 km","₹5,53,699"
1774,Maruti,IGNIS,2019,Petrol,"17,283 km","₹5,67,899"
1775,Hyundai,Grand,2017,Petrol,"8,795 km","₹4,81,099"
1776,Maruti,Alto,2019,Petrol,"13,684 km","₹3,66,799"
1777,Maruti,Wagon,2017,Petrol,"41,221 km","₹4,30,499"
1778,Maruti,IGNIS,2019,Petrol,"1,518 km","₹5,81,299"
1779,Maruti,Wagon,2017,Petrol,"24,080 km","₹4,30,599"
1780,Maruti,Wagon,2015,Petrol,"15,078 km","₹3,97,299"
1781,Hyundai,NEW,2019,Petrol,"27,830 km","₹5,42,299"
1782,Hyundai,Eon,2017,Petrol,"9,851 km","₹3,62,099"
1783,Maruti,Wagon,2017,Petrol,"18,213 km","₹4,31,099"
1784,Maruti,Wagon,2017,Petrol,"18,932 km","₹4,22,599"
1785,Maruti,Alto,2017,Petrol,"40,895 km","₹3,24,699"
1786,Maruti,Wagon,2016,Petrol,"10,515 km","₹4,21,499"
1787,Maruti,Alto,2015,Petrol,"19,239 km","₹3,13,999"
1788,Maruti,Alto,2014,Petrol,"42,101 km","₹2,81,799"
1789,Maruti,Wagon,2018,Petrol,"16,493 km","₹4,63,799"
1790,Maruti,Alto,2015,Petrol,"30,102 km","₹3,10,999"
1791,Maruti,Alto,2017,Petrol,"23,340 km","₹3,05,599"
1792,Maruti,Eeco,2017,Petrol,"26,035 km","₹4,19,999"
1793,Maruti,Alto,2017,Petrol,"24,207 km","₹3,21,599"
1794,Maruti,Alto,2016,Petrol,"20,195 km","₹3,32,599"
1795,Maruti,Wagon,2018,Petrol,"80,107 km","₹5,83,999"
1796,Maruti,Alto,2016,Petrol,"8,944 km","₹3,34,399"
1797,Maruti,Eeco,2019,Petrol,"10,068 km","₹4,23,999"
1798,Maruti,Eeco,2019,Petrol,"15,495 km","₹4,33,399"
1799,Maruti,Eeco,2019,Petrol,"3,059 km","₹4,80,999"
1800,Maruti,Alto,2018,Petrol,"9,934 km","₹3,19,799"
1801,Maruti,Alto,2019,Petrol,"10,336 km","₹3,43,299"
1802,Maruti,Alto,2019,Petrol,"15,953 km","₹3,45,699"
1803,Maruti,Alto,2018,Petrol,"23,268 km","₹3,25,499"
1804,Maruti,Alto,2019,Petrol,"12,927 km","₹4,31,199"
1805,Maruti,Alto,2019,Petrol,"21,531 km","₹4,27,299"
1806,Maruti,Eeco,2019,Petrol,"15,195 km","₹4,35,499"
1807,Maruti,Alto,2018,Petrol,"7,710 km","₹3,57,299"
1808,Maruti,Alto,2017,Petrol,"5,362 km","₹3,30,599"
1809,Maruti,Eeco,2019,Petrol,"12,455 km","₹4,47,499"
1810,Maruti,Alto,2018,Petrol,"2,345 km","₹3,35,199"
1811,Maruti,Alto,2016,Petrol,"14,006 km","₹3,50,599"
1812,Maruti,Alto,2018,Petrol,"18,081 km","₹3,38,399"
1813,Maruti,Eeco,2018,Petrol,"17,533 km","₹4,43,499"
1814,Maruti,Swift,2015,Petrol,"57,444 km","₹4,89,799"
1815,Datsun,Redi,2017,Petrol,"26,645 km","₹3,00,699"
1816,Maruti,Wagon,2014,Petrol,"33,127 km","₹3,75,399"
1817,Hyundai,Santro,2009,Petrol,"35,642 km","₹2,22,399"
1818,Hyundai,Verna,2018,Petrol,"9,023 km","₹9,09,099"
1819,Maruti,Eeco,2018,Petrol,"31,231 km","₹3,78,599"
1820,Volkswagen,Ameo,2017,Petrol,"38,992 km","₹5,01,499"
1821,Renault,Kwid,2017,Petrol,"38,176 km","₹4,03,699"
1822,Renault,TRIBER,2019,Petrol,"1,532 km","₹6,74,699"
1823,Hyundai,Elite,2018,Petrol,"28,442 km","₹6,09,499"
1824,Honda,WR-V,2019,Diesel,"26,471 km","₹9,16,999"
1825,Maruti,Swift,2015,Diesel,"38,769 km","₹5,48,599"
1826,Hyundai,Grand,2016,Petrol,"62,332 km","₹4,52,899"
1827,Maruti,IGNIS,2019,Petrol,"10,937 km","₹5,50,299"
1828,Hyundai,NEW,2019,Petrol,"4,262 km","₹5,89,599"
1829,Volkswagen,Ameo,2018,Petrol,"18,112 km","₹5,53,399"
1830,Toyota,Etios,2011,Petrol,"87,759 km","₹3,24,799"
1831,Maruti,Swift,2012,Petrol,"68,279 km","₹3,82,999"
1832,Honda,CRV,2015,Petrol,"80,621 km","₹11,51,099"
1833,Honda,Amaze,2015,Petrol,"96,366 km","₹4,34,599"
1834,Honda,City,2014,Diesel,"97,746 km","₹5,13,099"
1835,Toyota,Innova,2013,Diesel,"69,966 km","₹9,75,099"
1836,Maruti,Celerio,2018,Petrol,"13,722 km","₹5,28,699"
1837,Maruti,Ertiga,2016,Petrol,"35,317 km","₹7,42,199"
1838,Hyundai,VENUE,2020,Petrol,"20,405 km","₹7,92,799"
1839,Hyundai,Xcent,2014,Diesel,"82,157 km","₹3,96,999"
1840,Hyundai,Verna,2018,Petrol,"21,378 km","₹8,72,599"
1841,Toyota,Innova,2017,Petrol,"42,610 km","₹17,30,999"
1842,Toyota,Glanza,2021,Petrol,312 km,"₹8,28,699"
1843,Audi,Q3,2015,Diesel,"73,656 km","₹15,62,699"
1844,Maruti,Swift,2016,Petrol,"31,763 km","₹5,33,099"
1845,Honda,City,2012,Petrol,"79,174 km","₹4,59,299"
1846,Hyundai,Verna,2018,Petrol,"26,402 km","₹8,60,799"
1847,Maruti,Swift,2018,Petrol,"15,512 km","₹5,77,499"
1848,Hyundai,Elite,2015,Petrol,"50,315 km","₹5,61,699"
1849,Hyundai,Elite,2015,Petrol,"64,360 km","₹5,56,899"
1850,Hyundai,Elite,2018,Petrol,"59,079 km","₹6,84,499"
1851,Maruti,S,2020,Petrol,"7,687 km","₹4,88,199"
1852,Hyundai,Elite,2018,Petrol,"33,908 km","₹5,61,899"
1853,Ford,Ecosport,2015,Petrol,"1,24,374 km","₹5,29,099"
1854,Ford,Ecosport,2017,Diesel,"47,324 km","₹7,23,099"
1855,Volkswagen,Polo,2017,Petrol,"37,314 km","₹5,39,699"
1856,Maruti,Dzire,2017,Diesel,"93,563 km","₹6,62,799"
1857,Maruti,Wagon,2013,Petrol,"62,374 km","₹3,21,099"
1858,Maruti,Dzire,2017,Diesel,"51,593 km","₹7,01,899"
1859,Hyundai,i10,2016,Petrol,"26,280 km","₹3,86,699"
1860,Hyundai,Creta,2018,Diesel,"27,462 km","₹9,32,699"
1861,Maruti,Baleno,2019,Petrol,"20,688 km","₹6,83,999"
1862,Hyundai,VENUE,2019,Petrol,"8,848 km","₹10,33,099"
1863,Maruti,Baleno,2019,Petrol,"33,729 km","₹6,50,099"
1864,Maruti,Swift,2019,Petrol,"4,904 km","₹5,89,099"
1865,Maruti,Swift,2019,Petrol,"10,261 km","₹5,89,999"
1866,Maruti,Swift,2019,Petrol,"6,240 km","₹6,05,499"
1867,Maruti,Swift,2012,Diesel,"61,888 km","₹4,37,599"
1868,Hyundai,i10,2011,Petrol,"96,546 km","₹3,26,999"
1869,Maruti,Swift,2019,Petrol,"25,852 km","₹6,09,499"
1870,Hyundai,i10,2012,Petrol,"25,619 km","₹3,11,899"
1871,Maruti,Swift,2013,Diesel,"1,62,340 km","₹3,99,699"
1872,Ford,Ecosport,2018,Diesel,"49,302 km","₹7,65,999"
1873,Maruti,Swift,2017,Petrol,"28,845 km","₹5,71,899"
